id,segment
400,报警人被老公打（老公已离开），未持械，人伤无需救护。请民警到场处理。
401,报警人被老公打 无需救护车 无持械 请民警到场处理
402,称被老公打，人无事，请民警到场处理。
403,报警人称被老公打，未持械，其余情况不清，请民警到场处理。
404,报警人称被老公打，老公醉酒，无持械，请民警到场处理。请民警带好防护装备，并做好自己防护措施。
405,报警人被老公打。无持械 家中有婴儿 人无事 报警人将门反锁躲在卧室内 请民警到场处理。
406,报警人被老公打，无持械，人伤无需救护，请民警到场处理。
407,"称被打 自动中断,反打联系得知 被老公打"
408,异地报警，称其妹妹（石英楠，女，现场电话 13671603005）被老公打，具体不明，请民警到场处理。
409,报警人被丈夫打伤，无需120，请民警到场处理并注意自身安全。
410,之前民警到过场，现在报警人又被老公打，请民警再次到场处理。
411,家暴，报警人称被其老公打了，无持械，1人伤无需救护，请民警到场处理。民警走后。
412,报警人被丈夫打伤，无需救护，对方在场，请民警到场处理。
413,被老公打，无需救护，请民警到场处理。
414,报警人被丈夫打，无持械，人伤 无需救护，请民警到场处理。请民警带好必要的防护设备，并且注意自身安全。
415,报警人被老公打 老公用棒头打其，人伤无需救护，请携带必要的防护设备请民警注意自身安全
416,报警人被老公打。无持械 人无事 请民警到场处理。
417,被老公打，无持械，无需救护，请民警到场处理。
418,报警人被老公打 请民警到场处理。
419,离婚问题称被丈夫打，请民警到场处理。
420,报警人称民警走后，再次被老公打，请民警到场处理并注意自身安全。（内线：22570）
421,报警人被丈夫打，无持械，请民警到场处理。 (请携带必要的个人防护装备，并注意自身安全)
422,报警人被丈夫打，掐其脖子，人伤无需救护，请民警到场处理。请民警携带必要的防护设备，并注意自身安全。
423,报警人被其老公打，请民警到场处理。
424,报警人被老公打，无需救护，请民警到场处理。
425,被老公打，家暴，人伤，需救护，拿东西打的，请民警到场处理。(请携带必要的个人防护装备，并注意自身安全)
426,报警人被老公打，持棍子，人伤，无需救护车，请民警到场处理，并注意自身安全。
427,报警人被老公打，用拳头，请民警到场处理。
428,报警人被老公打。无持械 人无事 家中有婴儿 请民警到场处理。
429,报警人被老公打，请民警到场处理。
430,报警人被其老公打，未持械，人无事，请民警到场处理。
